"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Ontology-Based Transformation and Verification of UML Class Model","https://scispace.com/paper/ontology-based-transformation-and-verification-of-uml-class-ejbopmqo30","2020","Journal Article","The International Arab Journal of Information Technology","Abdul Hafeez
Syed Abbas
Aqeel ur Rehman","10.34028/IAJIT/17/5/9","https://scispace.com/pdf/ontology-based-transformation-and-verification-of-uml-class-ejbopmqo30.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses ontology to formally verify UML class models (including XOR constraints); lacks trust‑framework credential schemas, Alloy, and explicit OCL/DL integration.","Software models describe structures, relationships and features of the software system. Especially, in Model Driven Engineering (MDE), they are considered as first-class elements instead of programming code and all software development activities move around these models. In MDE, programming code is automatically generated by the models and models’ defects can implicitly transfer to the code. These defects can harder to discover and rectify. Model verification is a promising solution to the problem. The Unified Modelling Language (UML) class model is an important part of UML and is used in both analysis and design. However, UML only provides graphical elements without any formal foundation. Therefore, verification of formal properties such as consistency, satisfiability and consequences are not possible in UML. This paper mainly focuses on ontology-based transformation and verification of the UML class model elements which have not been addressed in any existing verification methods e.g. xor association constraint, and dependencies relationships. We validate the scalability and effectiveness of the proposed solution using various UML class models. The empirical study shows that the proposed approach scales in the presence of the large and complex model."
"Logics to Reason Formally About Trust Computation and Manipulation","https://scispace.com/paper/logics-to-reason-formally-about-trust-computation-and-5fesx18c62","2019","Book Chapter","International Workshop Emerging Technologies for Authorization and Authentication","Alessandro Aldini
Mirko Tagliaferri","10.1007/978-3-030-39749-4_1","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses logical formalisms to verify trust computation, but does not address credential schema consistency, nor employ Alloy, OCL, or DL; only the formal‑method focus aligns.","Trust represents a fundamental, complementary ingredient for the success of security mechanisms in computer science, as it goes beyond the intrinsic, technical aspects of cybersecurity, by involving the subjective perception of users, the willingness to collaborate and expose own resources and capabilities, and the judgement about the expected behavior of other parties. Computational notions of trust are formalized to support automatically the process of building and maintaining trust infrastructures, and mathematical logics provide the formal means to reason about the efficacy of such a process. In this work we advocate the use of two logical approaches to the modeling and verification of the two main tasks at the base of any trust infrastructure: the initial computation of trust values and the dynamic manipulation of such values."
"Generalized Formal Model-Verifier: A Formal Approach for Verifying Static Models","https://scispace.com/paper/generalized-formal-model-verifier-a-formal-approach-for-29rnlk2sm5","2024","Journal Article","SN computer science","Norbert Somogyi
Gergely Mezei","10.1007/s42979-024-02808-2","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Kripke structures, CTL, and NuSMV to formally verify OCL‑derived constraints, but does not address trust frameworks, Alloy, or Description Logic.","Abstract The field of software modeling has gained significant popularity in the last decades. By capturing the static aspects of the software requirements, model-driven engineering eases the development and maintenance of software. However, additional constraints, such as invariants on model elements, that the solution must conform to may be too complex to include in the structure of the model itself. External solutions are often used to describe static constraints on models, the most prevalent approach being the Object Constraint Language (OCL) and its formal variants. This paper proposes the Generalized Formal Model-Verifier (GFMV), which is a general approach for verifying static constraints on software models. GFMV employs different formal verification methods based on Kripke Structures. Kripke Structures are used to capture the static structure of the model, then the constraints are formalized using a first-order branching-time logic, the Computational Tree Logic (CTL). Finally, the NuSMV model checker is reused to verify whether the constraints formalized in CTL hold on the formal Kripke Structure. When compared to existing solutions, GFMV offers increased generality and formal proof that the constraints hold on the model. The expressive power and runtime-scalability of the approach are evaluated on a real-world example model and OCL invariants cited from literature. "
"Validation of policy integration using alloy","https://scispace.com/paper/validation-of-policy-integration-using-alloy-at2tugs2xh","2005","Book Chapter","International Conference on Distributed Computing and Internet Technology","Manachai Toahchoodee
Indrakshi Ray","10.1007/11604655_48","https://scispace.com/pdf/validation-of-policy-integration-using-alloy-at2tugs2xh.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Alloy to formally model and verify integrated security policies; focuses on formal verification but does not address credential schemas, OCL, or DL.","Organizations typically have multiple security policies operating together in the same system. The integration of multiple policies might be needed to achieve the desired security requirements. Validating this integrated policy is a non-trivial process. This paper addresses the problem of composing, modeling and validating the security policies. We show how the various approaches for composing security policies can be modeled and verified using Alloy, a lightweight modeling system with automatic semantic analysis capability."
"From Model to Mechanism: Enforcing Delegated Authority in SSI with Language-Based Security","https://scispace.com/paper/from-model-to-mechanism-enforcing-delegated-authority-in-ssi-2r01zx7o705g","2025","Journal Article","Mathematics","Muhamed Turkanović
Vid Keršič
Alen Horvat
Dominik Beron
Špela Čučko","10.3390/math13182971","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses formal semantics and Rego/OPA policy enforcement to verify delegation constraints in SSI. Provides schema validation and formal delegation model, but lacks explicit consistency checks, Alloy/OCL/DL, or graph‑based constraints.","Delegation of authority remains a critical yet insufficiently addressed capability in Self-Sovereign Identity (SSI) systems. Building on an existing delegation model that introduced the concept of a Verifiable Mandate (VM) for expressing authority and access rights, this paper extends the approach with a rigorous formalization of delegation semantics, enabling unambiguous reasoning over roles, grants, and constraints. The formal model is aligned with standards from the World Wide Web Consortium (W3C), and its constructs are embedded into an extended credential schema that preserves compatibility with the Verifiable Credentials (VC) data model while introducing delegation-specific attributes. A generalized VM schema is defined, supporting both generic and business-specific instantiations, and ensuring structural and semantic interoperability. Policy compliance is operationalized through a policy-based enforcement architecture, where rules are authored in the Rego language and evaluated at runtime by the Open Policy Agent (OPA). The architecture incorporates trusted registries for schema and policy distribution, allowing verifiers to define and enforce context-specific delegation rules in a modular and interoperable manner. Validation through realistic scenarios, such as postal service and academic use cases, demonstrates how formal semantics, schema validation, and language-based policy enforcement can be combined to enable secure, verifiable, and context-aware delegation in SSI ecosystems. "
"Distinction-based and verification-assisted knowledge modeling","https://scispace.com/paper/distinction-based-and-verification-assisted-knowledge-2trr4sc20l","2010","Proceedings Article","International Workshop on Requirements Engineering and Law","Philippe Michelin
Marc Frappier","10.1109/RELAW.2010.5625357","http://gaius.isri.cmu.edu/relaw/2010/slides/relaw10-michelin.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Alloy to verify concept model consistency, but focuses on knowledge modeling, not credential schemas or trust frameworks; lacks OCL/DL, case studies, or performance data.","This position paper presents a lightweight approach for knowledge modeling centered around the notion of distinction. Concept models are represented using UML class diagrams. Distinctions between concepts are established by using attributes and stating properties of the attributes using the @L-is calculus on words. This calculus relies on simple laws to manipulate relationships between words. We show how to represent these concept models in Alloy, a symbolic model checker for first-order logic, which allows one to verify the consistency and completeness of a concept model."
"Proceedings of the 2nd Workshop on Quality in Modeling","https://scispace.com/paper/proceedings-of-the-2nd-workshop-on-quality-in-modeling-45opcdy80t","2007","","","Ludwik Kuzniarz
Jean Louis Sourrouille
Miroslaw Staron","","https://scispace.com/pdf/proceedings-of-the-2nd-workshop-on-quality-in-modeling-45opcdy80t.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses OCL constraints for model rule verification via an Eclipse plugin; no trust frameworks, Alloy, or DL; provides a prototype tool but lacks case studies, performance data, or formal comparisons.","Preface Quality constitutes an important topic in software engineering and becomes an essential issue in studies on using models in software engineering. Software quality management is already wide ..."
"A logic of graph constraints","https://scispace.com/paper/a-logic-of-graph-constraints-3ykqciwb6c","2008","Book Chapter","Fundamental Approaches to Software Engineering","Fernando Orejas
Hartmut Ehrig
Ulrike Prange","10.1007/978-3-540-78743-3_14","https://scispace.com/pdf/a-logic-of-graph-constraints-3ykqciwb6c.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses graph constraints and proof rules to ensure specification consistency, but does not address credential schemas, trust frameworks, Alloy, OCL, or Description Logic.","Graph constraints were introduced in the area of graph transformation, in connection with the notion of (negative) application conditions, as a form to limit the applicability of transformation rules. However, we believe that graph constraints may also play a significant role in the area of visual software modelling or in the specification and verification of semi-structured documents or websites (i.e. HTML or XML sets of documents). In this sense, after some discussion on these application areas, we concentrate on the problem of how to prove the consistency of specifications based on this kind of constraints. In particular, we present proof rules for three classes of (increasingly more powerful) graph constraints and show that our proof rules are sound and (refutationally) complete for each class."
"Schema Compliant Consistency Management Via Triple Graph Grammars and Integer Linear Programming","https://scispace.com/paper/schema-compliant-consistency-management-via-triple-graph-4veks6xsc2zs","","","","Weidmann  Nils
Anjorin  Anthony","10.1007/s00165-021-00557-0","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Triple Graph Grammars and ILP for schema‑compliant consistency management, unrelated to credential schemas, Alloy, OCL, or Description Logic.","In the field of Model-Driven Engineering, Triple Graph Grammars(TGGs) play an important role as a rule-based means of implementingconsistency management. From a declarative specification of aconsistency relation, several operations including forward andbackward transformations, (concurrent) synchronisation, andconsistency checks can be automatically derived. For TGGs to beapplicable in realistic application scenarios, expressiveness interms of supported language features is very important. A TGG toolis schema compliant if it can take domain constraints, such asmultiplicity constraints in a meta-model, into account whenperforming consistency management tasks. To guarantee schemacompliance, most TGG tools allow application conditions to beattached as necessary to relevant rules. This strategy isproblematic for at least two reasons: First, ensuring compliance toa sufficiently expressive schema for all previously mentionedderived operations is still an open challenge; to the best of ourknowledge, all existing TGG tools only support a very restrictedsubset of application conditions. Second, it is conceptuallydemanding for the user to indirectly specify domain constraints asapplication conditions, especially because this has to be completelyrevisited every time the TGG or domain constraint is changed. Whiledomain constraints can in theory be automatically transformed toobtain the required set of application conditions, this has onlybeen successfully transferred to TGGs for a very limited subset ofdomain constraints. To address these limitations, this paperproposes a search-based strategy for achieving schema compliance. Weshow that all correctness and completeness properties, previouslyproven in a setting without domain constraints, still hold whenschema compliance is to be additionally guaranteed. Animplementation and experimental evaluation are provided to supportour claim of practical applicability."
"An Axiomatic Basis for Reasoning about Trust in PKIs","https://scispace.com/paper/an-axiomatic-basis-for-reasoning-about-trust-in-pkis-5bghhha51c","2001","Book Chapter","Australasian Conference on Information Security and Privacy","Chuchang Liu
Maris A. Ozols
Anthony Cant","10.1007/3-540-47719-5_23","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses typed modal logic to formalize trust axioms in PKIs, but does not verify credential schema consistency, nor employ Alloy, OCL, or DL. Provides a formal method without concrete verification tooling.","Trust is essential to a communication channel. The trust relationships, which play an important role in Public Key Infrastructures (PKIs), need to be formalized for providing a reliable modelling methodology to support secure digital communications. In this paper, we present a typed modal logic used for specifying and reasoning about trust in PKIs. In order to study trust relationships within PKIs, we define TA (a set of trust axioms), TB (a trust base) and TC (a set of trusted certificates). In our method, the trust relation in a given PKI is formalized by trust axioms. Based on trust axioms, an agent can have its own trust base that contains all agents whom the agent trusts, and can derive and extend its trusted certificates set. The trust theory for a given PKI, which consists of our modal logic and a set of trust axioms proposed for the PKI, is the basis of the certificate verification function."
"A Description Logic for PKI Trust Domain Modeling","https://scispace.com/paper/a-description-logic-for-pki-trust-domain-modeling-4wzbcvdj1w","2005","Proceedings Article","International Conference on Information Technology and Applications","Haibo Yu
Chunzhao Jin
Haiyan Che","10.1109/ICITA.2005.11","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses DL to model PKI trust domains, but does not perform consistency verification of credential schemas, nor employ Alloy or OCL; formalism is for description rather than verification.","Public-key infrastructures (PKIs) are essential for providing electronic payment security services such as authentication and privacy in open networks like Internet. The purpose of this paper is to propose a description logic-based approach to modeling and reasoning about PKI trust domain. In the formalism, concept model is used to formalize PKI entities and trust domain, which gives most precise definitions of different PKI entities and is more expressive than that of first-order logic-based approach. This approach can model hierarchical and mesh PKI structure, as well as multi-domain PKI connected with trust mechanisms such as cross-certification or bridge CA. A noticeable feature is that it can also be extended easily to integrate with PMI to form a unified framework for authentication and authorization"
"Formal methods for security","https://scispace.com/paper/formal-methods-for-security-1roytsaqpx","2019","Book Chapter","","Erik Poll","","https://sites.engineering.ucsb.edu/~sherwood/pubs/NSF-15-formalsec.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses formal methods for security generally; does not target credential schema consistency, Alloy, OCL, or DL. Uses formal reasoning concepts, but lacks specific focus on trust frameworks or the listed formalisms.","At first sight – and even at second sight – security looks like an interesting application area for formal methods. One reason for this is that security flaws have a higher impact than more harmless bugs. This might justify or even require the extra effort to invest in using formal methods. Indeed, the highest levels of certification using the Common Criteria security evaluation standard require the use of formal methods. Another reason is that some security problems are orthogonal to – or at least largely independent of – the functionality of a system. Indeed, security vulnerabilities can be seen as ‘anti-functionality’: functionality that is unintentionally provided, also to attackers, which should not be available at all. Given that writing complete functional specifications is hard, and totally unfeasible in most cases, concentrating on partial specs that ensure some generic safety properties problems might provide a better return of investment, also because such specs could be re-used across applications. Unfortunately, things are not so simple. Security properties can be tricky to specify. Indeed, attackers can be very creative in finding and exploiting new loopholes. A common and natural way to specify security properties is in a ‘negative’ way, by saying that something – some type of attack – is not supposed to be possible. For example, a web application should not be vulnerable to SQL injection or XSS. List of these negative properties are useful in testing, as they suggest negative tests (i.e. test-cases which are supposed to fail, by triggering some error response), but they are not immediately helpful in construction. Moreover, these lists of negative properties are typically incomplete. They only address a limited set of known potential problems, not all potential problems. Moreover, sometimes security problems arise because it turns out fundamental assumptions about programs can be broken by an attacker, invalidating the very abstractions that we use in formal methods to reason about programs. Classic examples here are fault attacks (for example the Rowhammer attack to flip some bits in DRAM memory) or information"
"Formal Methods for Security Knowledge Area Version..","https://scispace.com/paper/3WZSYv1z5m0J","","","","D Basin","","https://cybok.org/media/downloads/Formal_Methods_for_Security_v1.0.0.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses generic formal methods to derive consistency rules, but lacks focus on credential schemas, Alloy/OCL/DL, or trust frameworks; only broadly applies formal verification.",""
"The logic of distributed ledger technology: a formal study","https://scispace.com/paper/the-logic-of-distributed-ledger-technology-a-formal-study-d29ryzt3ab8m","2025","Repository","","Lohachab Ankur","10.25959/28147688","https://figshare.utas.edu.au/articles/thesis/The_logic_of_distributed_ledger_technology_a_formal_study/28147688/1/files/57685708.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Alloy for DLT component modeling, but focuses on blockchain architecture, not credential schema consistency; lacks OCL/DL and trust‑framework verification; formal methods applied to DLT rather than identity.","Once considered a technology primarily confined to the fintech realm, Distributed Ledger Technology (DLT) has broadened its applicability, permeating across information technology and engineering disciplines, such as cybersecurity, gaming, and energy management. This uptake is primarily attributed to the continuous exploration of new concepts, resulting in the emergence of distinct classes of DLTs that significantly differ from their initial exemplars, such as Bitcoin. These classes have prompted a substantial shift in the design principles of conventional DLT, leading to an increase in the intricacy of underlying architectures and further complicating the process associated with their analysis and development. Therefore, a meticulous and formal study of DLT becomes imperative, both for leveraging its advancements to their full potential and for adeptly addressing the multifaceted and intricate concerns of various stakeholders. Nevertheless, despite the swift proliferation of DLT literature, the current body of research often maintains a limited purview, leaving a considerable gap in holistic analysis and inadvertently limiting the exploration of interdependencies associated with the inherent challenges within the DLT ecosystem. This gap becomes notably pronounced in pivotal domains, including addressing the pervasive uncertainties surrounding DLT’s applicability, rigorous analysis of DLT architecture and its fundamental components like smart contracts, and ensuring seamless interoperability across heterogeneous DLT systems.<br>Accordingly, the core objective of this thesis is to undertake a comprehensive exploration of the challenges presented within the DLT ecosystem through a systematic study of three key dimensions: (i) applicability, (ii) formal analysis, and (iii) interoperability. First, we conduct an in-depth performance analysis of DLT by implementing an enterprise application on Hyperledger Fabric (HF), a widely adopted DLT software. This investigation entails thorough testing of various operational parameters to assess their impact on the effectiveness and efficiency of HF-based architecture. The primary objective of this study is to gain insights into the scalability and pragmatic aspects, thereby showcasing the applicability of DLT.<br>Second, we incorporate formal methods into the engineering practices of DLT. This study begins by presenting an approach to mitigate potential architectural flaws arising from unreliable component specifications. Specifically, leveraging principles of declarative modeling, widely employed in program verification and refactoring, this thesis introduces Alloy4CMD, a component-based approach for formal modeling and analysis of DLT. The primary objective of this approach is to facilitate the development of verified and reusable modules during the early stages of DLT architectural modeling. Thus, by embracing a correct-by-construction methodology, it aims to enhance the reliability and efficiency of DLT systems. The second part of this formal analysis study presents a multi-formalism approach tailored for DLT components, with a specific focus on smart contracts. This approach aims to address the limitations commonly associated with using a single semi-formal or formal method during various stages of smart contract development, spanning from early architectural sketches to the final implementable code. The main objective of this approach is to provide a systematic and comprehensive analysis using tool-assisted methods, thereby facilitating a holistic assessment of smart contracts.<br>Third, this thesis delves into the critical aspects of interoperability among heterogeneous DLTs. It begins with a formal study of fundamental concepts, including asset swapping and transferring. Additionally, it explores a diverse range of methodologies, strategies, and approaches to obtain a comprehensive understanding of the pivotal role played by interoperability in the broader DLT landscape. Furthermore, this study brings attention to two potential paradoxes associated with the current approach taken by DLT interoperability solutions, shedding light on challenges, such as increased complexity and costs, and a decrease in efficiency. The overarching objective of this multifaceted exploration of DLT interoperability is to address concerns pertaining to the design and development of more decentralized interoperability solutions. We then present an approach to effectively address the interoperability challenges faced by multiple HF networks. This approach aims to extend the conventional role of clients by equipping them with pertinent information regarding the HF network topology. The efficacy of the approach is evaluated using a methodology that considers key factors, such as the number of HF networks, application channels, and clients. Furthermore, the resilience of the approach is assessed against diverse execution failure scenarios associated with chaincode. The primary objective of this study is to leverage existing HF components, thereby avoiding the need for proprietary solutions and minimizing potential complexities, such as integration difficulties, scalability issues, and operational inefficiencies. "
"XFSC: A Catalogue of Trustable Semantic Metadata for Data Services and
  Providers","https://scispace.com/paper/xfsc-a-catalogue-of-trustable-semantic-metadata-for-data-5uh3umh84gbu","2025","Journal Article","","Benedikt T. Arnold
Khalil Baydoun
Diego Collarana
Stephany N. Duda
Christina Gillmann
Ahmad Hemid
Philipp Hertweck
Paul Moosmann
Denis Sukhoroslov
Christoph Lange","10.48550/arxiv.2501.14473","https://scispace.compdf/xfsc-a-catalogue-of-trustable-semantic-metadata-for-data-5uh3umh84gbu.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses SHACL and JSON‑LD validation to enforce schema consistency in Gaia‑X trust framework, but lacks Alloy, OCL, or DL formalisms; verification is constraint‑based rather than model‑checking.","In dataspaces, federation services facilitate key functions such as enabling participating organizations to establish mutual trust and assisting them in discovering data and services available for consumption. Discovery is enabled by a catalogue, where participants publish metadata describing themselves and their data and service offerings as Verifiable Presentations (VPs), such that other participants may query them. This paper presents the Eclipse Cross Federation Services Components (XFSC) Catalogue, which originated as a catalogue reference implementation for the Gaia-X federated cloud service architecture but is also generally applicable to metadata required to be trustable. This implementation provides basic lifecycle management for DCAT-style metadata records and schemas. It validates submitted VPs for their cryptographic integrity and trustability, and for their conformance to an extensible collection of semantic schemas. The claims in the latest versions of valid VP submissions are extracted into a searchable graph database. The implementation scales to large numbers of records and is secure by design. Filling the catalogue with content in a maintainable way requires bindings towards where data and service offerings are coming from: connectors that expose resources hosted in an organization's IT infrastructure towards the dataspace. We demonstrate the integration of our catalogue with the widely used Eclipse Dataspace Components Connector, enabling real-world use cases of the German Culture Dataspace. In addition, we discuss potential extensions and upcoming integrations of the catalogue. "
"Sistema de verificación de componentes software","https://scispace.com/paper/sistema-de-verificacion-de-componentes-software-1zyu52cvhw","2002","Dissertation","","Agustín Cernuda del Río","","https://scispace.com/pdf/sistema-de-verificacion-de-componentes-software-1zyu52cvhw.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses formal ADL analysis, discusses OCL briefly, but lacks credential schema consistency checks, Alloy, DL, or focused verification; only general formal discussion.","Esta tesis se inscribe en el campo de la Ingenieria de Software, y describe
un sistema de verificacion de componentes software que va mas alla de la
mera compatibilidad de signaturas, proporcionando un marco en el que realizar
verificaciones de otros tipos, Apoyandose en la Programacion Logica con
Restricciones y la Gestion del Conocimiento, ofrece un metodo viable (desde
un punto de vista tanto tecnico como de adopcion y transferencia tecnologica)
para realizar una verificacion que permita asegurar de manera estatica,
automatica y asequible que, basandose en el conocimiento disponible, cierta
combinacion de componentes no viola las condiciones de funcionamiento correcto
de ninguno de ellos. El metodo es los suficientemente general como para
ser aplicado a muy diversos ambitos y problemas del desarrollo de software."
"A survey of practical formal methods for security","https://scispace.com/paper/a-survey-of-practical-formal-methods-for-security-1rnvx28skl","2021","Posted Content","arXiv: Formal Languages and Automata Theory","Tomas Kulik
Brijesh Dongol
Peter Gorm Larsen
Hugo Daniel Macedo
Steve Schneider
Peter W. V. Tran-Jørgensen
Jim Woodcock","","https://dl.acm.org/doi/pdf/10.1145/3522582","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey covers formal methods (theorem proving, model checking, lightweight FM) for security, but does not target credential schema consistency, nor use Alloy, OCL, or DL. Provides general formal verification context.","In today's world, critical infrastructure is often controlled by computing systems. This introduces new risks for cyber attacks, which can compromise the security and disrupt the functionality of these systems. It is therefore necessary to build such systems with strong guarantees of resiliency against cyber attacks. One way to achieve this level of assurance is using formal verification, which provides proofs of system compliance with desired cyber security properties. The use of Formal Methods (FM) in aspects of cyber security and safety-critical systems are reviewed in this article. We split FM into the three main classes: theorem proving, model checking and lightweight FM. To allow the different uses of FM to be compared, we define a common set of terms. We further develop categories based on the type of computing system FM are applied in. Solutions in each class and category are presented, discussed, compared and summarised. We describe historical highlights and developments and present a state-of-the-art review in the area of FM in cyber security. This review is presented from the point of view of FM practitioners and researchers, commenting on the trends in each of the classes and categories. This is achieved by considering all types of FM, several types of security and safety critical systems and by structuring the taxonomy accordingly. The article hence provides a comprehensive overview of FM and techniques available to system designers of security-critical systems, simplifying the process of choosing the right tool for the task. The article concludes by summarising the discussion of the review, focusing on best practices, challenges, general future trends and directions of research within this field."
"Static consistency checking for distributed specifications","https://scispace.com/paper/static-consistency-checking-for-distributed-specifications-bf4c5etyix","2001","Proceedings Article","Automated Software Engineering","Christian Nentwich
Wolfgang Emmerich
Anthony Finkelstein","10.1109/ASE.2001.989797","https://scispace.com/pdf/static-consistency-checking-for-distributed-specifications-bf4c5etyix.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on XML‑based consistency checking for UML/graph specifications, without Alloy, OCL, DL, or trust‑framework credential schemas.","Software engineers building a complex system make use of a number of informal and semi-formal notations. We describe a framework, xlinkit, for managing the consistency of development artifacts expressed in such notations. xlinkit supports distributed software engineering by providing a distribution-transparent language for expressing constraints between specifications. It specifies a semantics for those constraints that permits the generation of hyperlinks between inconsistent elements. We give a formal semantics for link generation, and show how we expressed the rules of the UML foundation/core modules in our language. We outline how we implemented xlinkit as a light-weight web service using open standard technology and present the results of an evaluation against several sizeable UML models provided by industrial partners."
"Formal Verification of Complex Software Systems—A Study","https://scispace.com/paper/O47rgrMKIjEJ","","","","B Beckert
O Denninger
J Klamroth","","https://www.cyberagentur.de/wp-content/uploads/2026/01/OevIT-Vorstudien-Los-1-Software.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Alloy/Kodkod plugins for verification tool construction, but lacks credential schema consistency checks, OCL/DL constraints, and a focused formal verification of trust frameworks.",""
"Formal methods in industry","https://scispace.com/paper/formal-methods-in-industry-1p5t1ybmesve","2024","Journal Article","Formal Aspects of Computing","Maurice H. ter Beek
Roderick Chapman
Rance Cleaveland
Hubert Garavel
Rong Gu
Ivo ter Horst
Jeroen J. A. Keiren
Thierry Lecomte
Michaël Leuschel
Kristin Yvonne Rozier
Augusto Sampaio
Cristina Seceleanu
Martyn Thomas
Tim A. C. Willemse
Lijun Zhang","10.1145/3689374","https://dl.acm.org/doi/pdf/10.1145/3689374","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey of industrial formal methods; no focus on credential schema consistency, no Alloy/OCL/DL usage, and lacks targeted formal verification of trust frameworks.","Formal methods encompass a wide choice of techniques and tools for the specification, development, analysis, and verification of software and hardware systems. Formal methods are widely applied in industry, in activities ranging from the elicitation of requirements and the early design phases all the way to the deployment, configuration, and runtime monitoring of actual systems. Formal methods allow one to precisely specify the environment in which a system operates, the requirements and properties that the system should satisfy, the models of the system used during the various design steps, and the code embedded in the final implementation, as well as to express conformance relations between these specifications. We present a broad scope of successful applications of formal methods in industry, not limited to the well-known success stories from the safety-critical domain, like railways and other transportation systems, but also covering other areas such as lithography manufacturing and cloud security in e-commerce, to name but a few. We also report testimonies from a number of representatives from industry who, either directly or indirectly, use or have used formal methods in their industrial project endeavours. These persons are spread geographically, including Europe, Asia, North and South America, and the involved projects witness the large coverage of applications of formal methods, not limited to the safety-critical domain. We thus make a case for the importance of formal methods, and in particular of the capacity to abstract and mathematical reasoning that are taught as part of any formal methods course. These are fundamental Computer Science skills that graduates should profit from when working as computer scientists in industry, as confirmed by industry representatives. "
"Bridging Formal Verification and Machine Learning for Load Balancing in Cloud Environments: A Survey","https://scispace.com/paper/Wa8CjITZxQAJ","","","","S Shukla
V Yadav","","https://hal.science/hal-05367472v1/file/Survey%20paper%20on%20FM%20with%20ML.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Mentions Alloy and formal methods for cloud load balancing, but does not address credential schema consistency, OCL/DL constraints, or trust frameworks.",""
"A formal notion of trust – enabling reasoning about security properties","https://scispace.com/paper/a-formal-notion-of-trust-enabling-reasoning-about-security-1lyjfyxh7c","2010","Book Chapter","International Conference on Trust Management","Andreas Fuchs
Sigrid Gürgens
Carsten Rudolph","10.1007/978-3-642-13446-3_14","https://scispace.com/pdf/a-formal-notion-of-trust-enabling-reasoning-about-security-1lyjfyxh7c.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a formal definition of trust for reasoning about security properties, but lacks concrete verification of credential schemas, Alloy/OCL/DL modeling, or consistency checks.","Historically, various different notions of trust can be found, each addressing particular aspects of ICT systems, e.g. trust in electronic commerce systems based on reputation and recommendation, or trust in public key infrastructures. While these notions support the understanding of trust establishment and degrees of trustworthiness in their respective application domains, they are insufficient for the more general notion of trust needed when reasoning about security in ICT systems. In this paper we present a formal definition of trust to be able to exactly express trust requirements from the view of different entities involved in the system and to support formal reasoning such that security requirements, security and trust mechanisms and underlying trust assumptions can be formally linked and made explicit. Integrated in our Security Modeling Framework this formal definition of trust can support security engineering processes and formal validation and verification by enabling reasoning about security properties w.r.t. trust."
