"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Predictive Compliance Monitoring in Process-Aware Information Systems: State of the Art, Functionalities, Research Directions","https://scispace.com/paper/predictive-compliance-monitoring-in-process-aware-1gi4y74e","2022","Journal Article","Information Systems","Stefanie Rinderle-Ma
Karolin Winter","10.1016/j.is.2023.102210","https://scispace.com/pdf/predictive-compliance-monitoring-in-process-aware-1gi4y74e.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on predictive compliance monitoring, covering regulatory constraints and violation prediction, but lacks multi‑level metamodeling, Atkinson/Kühne references, and tool or empirical details.",""
"Proactive Regulatory Change Management Framework for Dynamic Alignment with Global Security and Privacy Standards","https://scispace.com/paper/proactive-regulatory-change-management-framework-for-dynamic-9j2ukmiwcj50","2025","Journal Article","Engineering and Technology Journal","Iboro Akpan Essien
Emmanuel Cadet
Joshua Oluwagbenga Ajayi
Eseoghene Daniel Erigha
Ehimah Obuse","10.47191/etj/v10i09.13","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses AI‑driven regulatory intelligence to proactively align with global security and privacy standards; focuses on governance compliance but lacks multi‑level metamodeling, potency, or Atkinson/Kühne references. Includes case‑study comparisons and empirical illustrations.","In an era of rapidly evolving global security and privacy regulations, organizations face significant challenges in maintaining compliance while ensuring operational resilience. Traditional reactive compliance models often expose businesses to legal, financial, and reputational risks due to delayed responses to regulatory change. This paper introduces a Proactive Regulatory Change Management Framework (PRCMF) designed to enable dynamic alignment with global security and privacy standards. The framework emphasizes anticipatory governance, continuous monitoring of regulatory landscapes, and integration of advanced technologies such as artificial intelligence, machine learning, and regulatory intelligence platforms to identify and interpret changes before they impact operations. By shifting from reactive compliance to a proactive model, organizations can reduce compliance costs, strengthen stakeholder trust, and enhance long-term strategic competitiveness. The proposed framework incorporates risk-based prioritization, scenario planning, and adaptive policy implementation to address jurisdictional complexities across multiple regulatory environments. Through comparative analysis of case studies and industry best practices, the paper demonstrates how PRCMF can serve as a sustainable compliance architecture, empowering organizations to achieve real-time adaptability in the face of global regulatory volatility. "
"Governing Smart City Systems","https://scispace.com/paper/governing-smart-city-systems-2m8o6iw54s","2017","Book Chapter","","Schahram Dustdar
Stefan Nastic
Ognjen Scekic","10.1007/978-3-319-60030-7_5","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses GovOps to bridge high‑level governance objectives (costs, legal compliance) with operational processes in smart city IoT clouds, but lacks multi‑level metamodeling, potency concepts, or Atkinson/Kühne references.","Contemporary approaches to Smart City governance management are mostly intended for high-level business stakeholders, neglecting support, in terms of tools and frameworks, to realize governance strategies in large-scale, geographically distributed IoT Cloud systems On the other hand, existing IoT Cloud governance solutions do not explicitly consider high-level governance objectives such as legal issues and compliance, and focus rather on the operations management level In this chapter we introduce our GovOps methodology, conceptual model and framework to effectively manage runtime governance in Smart City systems The main aim of GovOps is to bridge the gap between high-level governance objectives (eg, costs, legal issues or compliance) and underlying operations processes that enforce such objectives GovOps mostly focuses on providing conceptual and framework support for designing and executing operational governance processes, which represent a subset of the overall IoT Cloud governance and incorporate relevant aspects of both high-level governance strategies and underlying operations management"
"A High-Level Scheme for an Ontology-Based Compliance Framework in Software Development","https://scispace.com/paper/a-high-level-scheme-for-an-ontology-based-compliance-2y2zhs9de0","2015","Proceedings Article","High Performance Computing and Communications","Ftemeh Zarrabi Jorshari
Rahman H. Tawil","10.1109/HPCC-CSS-ICESS.2015.300","https://scispace.com/pdf/a-high-level-scheme-for-an-ontology-based-compliance-2y2zhs9de0.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses ontology to model compliance and risk in software development, directly addressing regulatory and governance concerns, but does not employ multi‑level metamodeling, potency, deep instantiation, or reference Atkinson/Kühne.","Software development market is currently witnessing an increasing demand for software applications conformance with the international regime of GRC for Governance, Risk and Compliance. In this paper, we propose a compliance requirement analysis method for early stages of software development based on a semantically-rich model, where a mapping can be established from legal and regulatory requirements relevant to system context to software system business goals and contexts. The proposed semantic model consists of a number of ontologies each corresponding to a knowledge component within the developed framework of our approach. Each ontology is a thesaurus of concepts in the compliance and risk assessment domain related to system development along with relationships and rules between concepts that compromise the domain knowledge. The main contribution of the work presented in this paper is a case study that demonstrates how description-logic reasoning techniques can be used to simulate legal reasoning requirements employed by legal professions against the description of each ontology."
"INCREMENT: A Mixed MDE-IR Approach for Regulatory Requirements Modeling and Analysis","https://scispace.com/paper/increment-a-mixed-mde-ir-approach-for-regulatory-41z11hghl2","2014","Book Chapter","Requirements Engineering: Foundation for Software Quality","Nicolas Sannier
Benoit Baudry","10.1007/978-3-319-05843-6_11","https://scispace.com/pdf/increment-a-mixed-mde-ir-approach-for-regulatory-41z11hghl2.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a hybrid MDE/IR approach to model nuclear regulatory requirements, but lacks potency‑based multi‑level metamodeling and does not reference Atkinson or Kühne.","[Context and motivation] Regulatory requirements for Nuclear instrumentation and control I&C systems are first class requirements. They are written by national safety entities and are completed through a large documentation set of national recommendation guides and national/international standards. [Question/Problem] I&C systems important to safety must comply to all of these requirements. The global knowledge of this domain is scattered through these different documents and not formalized. Its organization and traceability relationships within this domain is mainly implicit. As a consequence, such long lasting nuclear I&C projects set important challenges in terms of tacit expertise capitalization and domain analysis. [Principal ideas/results] To tackle this domain formalization issue, we propose a dual Model-driven Engineering MDE and Information Retrieval IR approach to address the nuclear regulatory requirements domain definition, and assisted traceability based on the acquired requirements model. [Contributions] In this paper, we present the Connexion metamodel that provides a canvas for the definition and capitalization of the nuclear regulatory requirements domain. We also present an hybrid MDE/IR-based approach, named INCREMENT, for acquiring, modeling and analyzing these regulatory requirements. This approach is supported by a tool that is developed in the context of the CONNEXION project, which gathers French major nuclear I&C industrial actors."
"Governing Government: A Framework for Multi-tier Institution Specification and Reasoning","https://scispace.com/paper/governing-government-a-framework-for-multi-tier-institution-4oh4nr0a0b","2015","Proceedings Article","Adaptive Agents and Multi-Agents Systems","Thomas C. King","10.5555/2772879.2773551","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses hierarchical multi‑tier institutions to model governance and compliance, but does not employ potency‑based metamodeling or cite Atkinson/Kühne. Applies concepts to regulatory coordination, yet without explicit multi‑level metamodeling techniques.","A key challenge of institutions is how to guide their governing into being desirable. This is important from the perspective of an agent governed by an institution to maintain specific rights, and of cross-institutional policies that require institutions' regulations to be coordinated (e.g. national legislations with supranational policy). This research addresses this problem by developing a framework for the specification and automated reasoning of institution governing institutions, in a hierarchical structure called multi-tier institutions, and automated revision of institutions for compliance. This automates guiding institutional designers towards desirable institutional specifications respecting autonomy and subsidiarity."
"OntoSoS.QM.Gov: A quality governance framework for systems of systems","https://scispace.com/paper/ontosos-qm-gov-a-quality-governance-framework-for-systems-of-7wupcafmha","2017","","","Eman Qaddoumi
Mohammed Odeh
Zaheer Khan
Mario Kossmann
Imad Traish
Abdelghani Tbakhi","","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses ontology‑based quality governance to address SoS standards, policies, and requirements, but lacks multi‑level metamodeling, potency concepts, or Atkinson/Kühne references.","Many organisations develop Systems of systems (SoS) to accomplish their business objectives. SoS deliver new capabilities by enabling cooperation between existing constituent monolithic systems. However, domain and process heterogeneities and varying quality of services between these constituent systems raise governance issues at SoS level. This necessitates the need for an effective quality governance framework for SoS. Therefore, a generic quality management governance framework has been designed and presented for the systems engineering life cycle of SoS, namely the OntoSoS.QM.Gov framework. This framework consists of an ontological quality governance model that covers four quality governance components: SoS standards, SoS policy, SoS quality requirements and the processes within the SoS System Development Life Cycle (SDLC). One of the key anticipated outcomes of instantiating this framework is resolving semantic heterogeneities emerging from the SoS arrangement of monolithic systems individual policies, standards, quality requirements, and SDLC."
"A Digital Twin Approach for Adaptive Compliance in Cyber-Physical Systems: Case of Smart Warehouse Logistics","https://scispace.com/paper/a-digital-twin-approach-for-adaptive-compliance-in-cyber-2sp2sl5933","2023","Journal Article","arXiv.org","Nan Zhang
Rami Bahsoon
Nikos Tziritas
Georgios Theodoropoulos","10.48550/arxiv.2310.07116","https://scispace.compdf/a-digital-twin-approach-for-adaptive-compliance-in-cyber-2sp2sl5933.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses digital twins to monitor and adapt compliance in smart warehouses, focusing on regulatory constraints and runtime governance, but lacks multi‑level metamodeling, potency, deep instantiation, or Atkinson/Kühne references.","Engineering regulatory compliance in complex Cyber-Physical Systems (CPS), such as smart warehouse logistics, is challenging due to the open and dynamic nature of these systems, scales, and unpredictable modes of human-robot interactions that can be best learnt at runtime. Traditional offline approaches for engineering compliance often involve modelling at a higher, more abstract level (e.g. using languages like SysML). These abstract models only support analysis in offline-designed and simplified scenarios. However, open and complex systems may be unpredictable, and their behaviours are difficult to be fully captured by abstract models. These systems may also involve other business goals, possibly conflicting with regulatory compliance. To overcome these challenges, fine-grained simulation models are promising to complement abstract models and support accurate runtime predictions and performance evaluation with trade-off analysis. The novel contribution of this work is a Digital Twin-oriented architecture for adaptive compliance leveraging abstract goal modelling, fine-grained agent-based modelling and runtime simulation for managing compliance trade-offs. A case study from smart warehouse logistics is used to demonstrate the approach considering safety and productivity trade-offs."
"Automated multi-level governance compliance checking","https://scispace.com/paper/automated-multi-level-governance-compliance-checking-4efxpno4la","2017","Journal Article","Autonomous Agents and Multi-Agent Systems","Thomas C. King
Marina De Vos
Virginia Dignum
Catholijn M. Jonker
Tingting Li
Julian Padget
M. Birna van Riemsdijk","10.1007/S10458-017-9363-Y","https://scispace.com/pdf/automated-multi-level-governance-compliance-checking-4efxpno4la.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses modal norms to reason about layered governance and compliance, but does not employ potency‑based or deep instantiation metamodeling, nor reference Atkinson/Kühne.","An institution typically comprises constitutive rules, which give shape and meaning to social interactions and regulative rules, which prescribe agent behaviour in the society. Regulative rules guide social interaction, in particular when they are coupled with reward and punishment regulations that are enforced for (non-)compliance. Institution examples include legislation and contracts. Formal institutional reasoning frameworks automate ascribing social meaning to agent interaction and determining whether those actions have social meanings that comprise (non-)compliant behaviour. Yet, institutions do not just govern societies. Rather, in what is called multi-level governance, institutional designs at lower governance levels (e.g., national legislation at the national level) are governed by higher level institutions (e.g., directives, human rights charters and supranational agreements). When an institution design is found to be non-compliant, punishments can be issued by annulling the legislation or imposing fines on the responsible designers (i.e., government). In order to enforce multi-level governance, higher governance levels (e.g., courts applying human rights) must check lower level institution designs (e.g., national legislation) for compliance; in order to avoid punishment, lower governance levels (e.g., national governments) must check their institution designs are compliant with higher-level institutions before enactment. However, checking non-compliance of institution designs in multi-level governance is non-trivial. In particular, because institutions in multi-level governance operate at different levels of abstraction. Lower level institutions govern with concrete regulations whilst higher level institutions typically comprise increasingly vague and abstract regulations. To address this issue, in this paper we propose a formal framework with a novel semantics that defines compliance between concrete lower level institutions and abstract higher level institutions. The formal framework is complemented by a sound and complete computational framework that automates compliance checking, which we apply to a real-world case study."
"… ADAPTIVE COMPLIANCE FRAMEWORKS USING TIME SERIES FRAUD DETECTION MODELS FOR DYNAMIC REGULATORY AND RISK MANAGEMENT …","https://scispace.com/paper/Rag-aVfMX9kJ","","","","A Odunaike","","https://www.researchgate.net/profile/Anjola-Odunaike/publication/395265192_DESIGNING_ADAPTIVE_COMPLIANCE_FRAMEWORKS_USING_TIME_SERIES_FRAUD_DETECTION_MODELS_FOR_DYNAMIC_REGULATORY_AND_RISK_MANAGEMENT_ENVIRONMENTS/links/68b9c18a653c451cf47461a9/DESIGNING-ADAPTIVE-COMPLIANCE-FRAMEWORKS-USING-TIME-SERIES-FRAUD-DETECTION-MODELS-FOR-DYNAMIC-REGULATORY-AND-RISK-MANAGEMENT-ENVIRONMENTS.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on adaptive compliance using fraud detection time‑series models, directly addressing regulatory compliance but lacks multi‑level metamodeling, potency/deep instantiation, and Atkinson/Kühne references.",""
"Deep Learning–Driven Retrieval-Augmented Generation for Enterprise ITSM Automation: A Governance-Aligned Large Language Model Architecture","https://scispace.com/paper/u4olPhSUb8YJ","","","","SH Kolla","","https://www.academia.edu/download/130940929/JoCAAA_December_2023_Issue.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses governance-aligned LLM architecture to address regulatory compliance in ITSM, but lacks multi‑level metamodeling, potency, deep instantiation, and Atkinson/Kühne references.",""
"Redefining governance, risk, and compliance (GRC) in the digital age: integrating AI-Driven risk management frameworks","https://scispace.com/paper/redefining-governance-risk-and-compliance-grc-in-the-digital-itwwzyskhdy2","2023","Journal Article","World Journal of Advanced Engineering Technology and Sciences","Eniola Akinola Odedina","10.30574/wjaets.2023.10.1.0257","https://www.researchgate.net/profile/Eniola-Odedina/publication/392194337_Redefining_Governance_Risk_and_Compliance_GRC_in_the_Digital_Age_Integrating_AI-Driven_Risk_Management_Frameworks/links/683852b36a754f72b58d1d32/Redefining-Governance-Risk-and-Compliance-GRC-in-the-Digital-Age-Integrating-AI-Driven-Risk-Management-Frameworks.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on AI‑driven GRC, offering real‑time risk analytics and compliance monitoring, but lacks any multi‑level or potency‑based modeling and does not reference Atkinson/Kühne.","Governing, Risk, and Compliance (GRC) systems are the central pillars for developing organizational responsibility, ethical behavior, and resistance to internal and external threats. With the increased emergence of cyber worlds and extensive usage of advanced cyber-attacks, extensive failures have been seen from traditional GRC models, due to which more adaptive and intelligent solutions are needed. For the sake of this analysis, the evolving ability of Artificial Intelligence (AI) to provide more efficient risk management to GRC models is considered. With the application of real-time analytics, predictive modeling, and self-autonomous decisions, AI has an element of adaptive responsiveness and foresight that has never existed in conventional systems. The research recognizes the most important enablers of AI-based risk management, including data convergence, machine learning, and automation tools, and shows actual use cases in business operations across industries. The research explores the advantages of such convergence, including better threat detection, quicker monitoring of compliance, and real-time risk mitigation. Apart from these advantages, the study highlights major challenges such as data privacy issues, algorithmic bias, and the necessity for transparent decision-making processes. To bridge the gap between automation and accountability, the paper suggests a hybrid GRC architecture integrating machine learning and human intervention to impose efficiency and ethically driven governance. Finally, the research suggests policy and strategy reforms involved in shifting to AI-based GRC and new policies based on frontier technology. This research recognizes the necessity to redefine GRC in the current digital era, where AI is set to occupy the center stage of building robust, compliant, and future-oriented organizations. "
"Designing compliance patterns: integrating value modeling, legal interpretation and argument schemes for legal risk management","https://scispace.com/paper/designing-compliance-patterns-integrating-value-modeling-4fi21umz2h","2017","Dissertation","","Robert Kevin Muthuri Kiriinya","10.6092/UNIBO/AMSDOTTORATO/8268","https://amsdottorato.unibo.it/id/eprint/8268/1/KIRIINYA_ROBERT_KEVIN_MUTHURI_tesi.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on compliance patterns and legal argumentation for startups, without employing multi‑level metamodeling or referencing Atkinson/Kühne. Strong regulatory relevance but no metamodeling application.","Companies must be able to demonstrate that their way of doing business is compliant with relevant rules and regulations. However, the law often has open texture; it is generic and needs to be interpreted before it can be applied in a specific case. Entrepreneurs generally lack the expertise to engage in the regulatory conversations that make up this interpretation process. In particular, for the application domain of technological startups, this leads to legal risks. This research seeks to develop a robust module for legal interpretation. We apply informal logic to bridge the gap between the principles of interpretation in legal theory with the legal rules that deter- mine the compliance of business processes. Accordingly, interpretive argu- ments characterized by argument schemes are applied to business models represented by value modeling (VDML). The specific outcome of the argu- mentation process (if any) is then summarized into a compliance pattern, in a context-problem-solution format. Two case studies in the application area of startups shows that the approach is able to express the legal arguments, but is also understandable for the target audience. The project is presented in two parts; Part I, the background, contains an introduction, literature review, motivational case studies, a survey on legal risks, and a modeling of business and legal aspects. Part II builds on the interdisciplinary facets of the first part to develop the Compliance Patterns Framework which is then validated with two case studies followed by a conclusion."
"A Systemic Model for AI Governance: A Multilayer Framework Integrating Data, Models, Interaction, and Use Cases with Continuous Compliance-by-Design","https://scispace.com/paper/pUzglQTdwVEJ","","","","C Santos Nunes","","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5894123","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a multilayer AI governance framework to address regulatory compliance and layered governance. Does not employ potency‑based or deep instantiation metamodeling, nor reference Atkinson/Kühne. No formal semantics, tool, or empirical evaluation provided.",""
"Technologies of compliance: Risk and regulation in a digital age","https://scispace.com/paper/technologies-of-compliance-risk-and-regulation-in-a-digital-48wmht8aea","2009","Posted Content","Social Science Research Network","Kenneth A. Bamberger","","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1463727","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes digital compliance tools and regulatory risk, but lacks any discussion of multi‑level metamodeling, potency, deep instantiation, or Atkinson/Kühne frameworks.","Legal scholarship has been silent about a phenomenon with profound implications for governance: the automation of compliance with laws mandating risk management. Regulations - from bank capitalization rules, to Sarbanes-Oxley’s provisions on financial fraud and misrepresentation, to laws governing information-privacy protection - frequently require regulated firms to develop internal processes to identify, assess, and mitigate risk. To comply, firms have turned wholesale to technology systems and computational analytics that measure and predict corporate risk levels and “force” decisions accordingly. In total, the third-party market for compliance-technology products - known generally as “governance, risk, and compliance” (GRC) software, systems, and services - alone grew to $52 billion last year, and this growth is poised to increase exponentially. While these technology systems offer powerful compliance tools, they also pose real perils. They permit computer programmers to interpret legal requirements; they mask the uncertainty of the very hazards with which policy makers are concerned; they skew decision making through an “automation bias” that privileges personal self-interest over sound judgment; and their lack of transparency thwarts oversight and accountability. These phenomena played a critical role in the recent financial crisis. This Article explores these developments and the failure of risk regulation to address them. While regulators have lauded the turn to technology, they have ignored its perils. By contrast, the Article investigates the accountability challenges posed by these and other technologies of control, and suggests specific reform measures for policy makers revisiting the governance of risk. It argues for more activist regulator oversight backed by sanctions before disaster has occurred. But it also emphasizes collaboration in developing risk-management systems, drawing both on the granular expertise of firms and the broader vantage of administrative agencies. Most importantly, it seeks better to reflect the human decision-making element at both levels: to recognize the ways in which technology can hinder good judgment, to reintroduce human inputs in the decision process, and to reflect the limits of both human and computer reasoning."
"Agentic AI for Financial Crime Compliance","https://scispace.com/paper/agentic-ai-for-financial-crime-compliance-w92jmycrzdly","2025","Journal Article","","Axelsen, Henrik
Licht, Valdemar","10.48550/arxiv.2509.13137","https://arxiv.org/pdf/2509.13137","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on agentic AI for financial crime compliance, offering explainable, audit‑logged automation for onboarding, monitoring, and reporting, but lacks multi‑level metamodeling or Atkinson/Kühne references.","The cost and complexity of financial crime compliance (FCC) continue to rise, often without measurable improvements in effectiveness. While AI offers potential, most solutions remain opaque and poorly aligned with regulatory expectations. This paper presents the design and deployment of an agentic AI system for FCC in digitally native financial platforms. Developed through an Action Design Research (ADR) process with a fintech firm and regulatory stakeholders, the system automates onboarding, monitoring, investigation, and reporting, emphasizing explainability, traceability, and compliance-by-design. Using artifact-centric modeling, it assigns clearly bounded roles to autonomous agents and enables task-specific model routing and audit logging. The contribution includes a reference architecture, a real-world prototype, and insights into how Agentic AI can reconfigure FCC workflows under regulatory constraints. Our findings extend IS literature on AI-enabled compliance by demonstrating how automation, when embedded within accountable governance structures, can support transparency and institutional trust in high-stakes, regulated environments. "
"Comparing multi-level modeling approaches.","https://scispace.com/paper/comparing-multi-level-modeling-approaches-38qrr0yudo","2014","","","Colin Atkinson
Ralph Gerbig
Thomas Kühne","","http://miso.es/multi/2014/proceedings_MULTI.pdf#page=59","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses position discussion to frame multi‑level modeling debate, includes Atkinson/Kühne viewpoints, but lacks potency/deep instantiation detail, governance application, formal semantics, tools, or empirical data.","As the range of modelling approaches that claim to be “multi-level” diversifies, there is growing debate in the literature about what multi-level modelling actually is and what form supporting languages and infrastructures should take. However, there is no consensus yet on how this debate should be framed and what objective criteria should be used to evaluate different approaches. It is clear from the literature that proponents of different approaches base their arguments on fundamentally different assumptions about what multi-level modelling is and what benefits it should aim to provide. In this position paper we identify some of the core issues that currently hinder progress towards the required consensus and identify some of the terminological differences that have amplified confusion. Referencing various work that represents diverging viewpoints, our goal is to initiate a meta-discussion on what the open questions in multi-level modelling are, how respective proposals to answer them could be evaluated, and which kinds of discussions are expedient in this context."
"The unified control framework: Establishing a common foundation for enterprise ai governance, risk management and regulatory compliance","https://scispace.com/paper/the-unified-control-framework-establishing-a-common-3mfg1gbz34w4","2025","Journal Article","arXiv.org","Ian W. Eisenberg
Luc'ia Gamboa
Eli Sherman","10.48550/arxiv.2503.05937","https://arxiv.org/pdf/2503.05937?","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses unified control framework to integrate governance, risk, and compliance, but lacks multi‑level metamodeling, potency, Atkinson/Kühne references, formal semantics, tooling, or empirical validation.",""
"Regulatory Frameworks in Motion: Engineering for Policy Evolution in Financial Systems","https://scispace.com/paper/regulatory-frameworks-in-motion-engineering-for-policy-lh4hdm9h4xhs","2025","Repository","","Sneha Nallapu","10.5281/zenodo.17069354","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses modular compliance architectures and policy versioning to address regulatory constraints, but lacks any multi‑level metamodeling, potency, deep instantiation, or Atkinson/Kühne references.","&lt;p&gt;&lt;span&gt;Global monetary infrastructures are going through unparalleled challenges in regulatory compliance as the policy environments around them evolve at a quick pace. Conventional architectures grapple with inflexible compliance fashions that need comprehensive refactoring every time law evolves, imposing huge operational fees and long implementation durations. Contemporary financial institutions call for creative engineering solutions to view regulatory flexibility as a foundational architectural practice and not an afterthought. Modular compliance architectures appear as a revolutionary solution, allowing for decoupling of regulatory logic from business core operations through independently deployable modules that communicate through standardized contracts. Policy versioning engines handle the intricacies of managing several concurrent regulatory regimes within various jurisdictions, adopting advanced temporal versioning schemes that monitor regulatory change while ensuring correct policy application during transition periods. Jurisdiction-overriding frameworks offer sleek solutions for working around competing regulatory demands across international markets, creating hierarchical rule-resolving systems that balance world standardization with regional compliance requirements. Dynamic rule injection systems are the apotheosis of regulatory accommodation technology, allowing real-time adjustment of compliance logic without system interruption using interpreted rule languages and end-to-end validation pipelines. These architectural technologies all contribute to robust financial systems that can adapt to changing regulatory structures while keeping operations efficient, compliance consistent, and system security intact during ongoing cycles of policy change.&lt;/span&gt;&lt;/p&gt; "
"Multi-level modeling with LML: A contribution to the Multi-level Process Challenge","https://scispace.com/paper/multi-level-modeling-with-lml-a-contribution-to-the-multi-21ntqu2m","","Journal Article","","Arne Lange
Colin Atkinson","10.18417/emisa.17.6","https://www.emisa-journal.org/emisa/article/download/280/193","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LML and Melanee to model insurance and software processes, includes Atkinson as co‑author, but lacks explicit potency discussion or strong governance focus.","This paper presents a solution to the MULTI Process Challenge which was first posed to the participants of the MULTI workshop at the MODELS conference in 2019 and subsequently adapted for this special issue of the EMISA Journal. The structure of the paper therefore follows the guidelines laid out in the Challenge description. The models are represented in the Level-agnostic Modeling Language LML and the DOCL constraint language using theMelanee deep modeling tool. After first outlining the case study and documenting which aspects are supported in the LML solution, the paper presents multi-level models for both the insurance and the software engineering domains. This is followed by a discussion of the strengths and weaknesses of the approach. The presented model covers all mandatory and optional aspects of the Challenge case study."
"Mastering Reinforcement Learning: Foundations, Algorithms, and Real-World Applications","https://scispace.com/paper/mastering-reinforcement-learning-foundations-algorithms-and-64402ozfk4d5","2024","Journal Article","","xinyuan song
Keyu Chen
Ziqian Bi
Qian Niu
Junyu Liu
Benji Peng
Sen Zhang
Ming Liu
Ming Li
Xiaoyong Pan
Jiawei Xu
Jinlang Wang
Pohsun Feng","10.31219/osf.io/bg79j","https://scispace.compdf/mastering-reinforcement-learning-foundations-algorithms-and-64402ozfk4d5.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses regulatory compliance via RL constraints and norm shaping, but lacks any multi‑level metamodeling, potency, deep instantiation, Atkinson/Kühne references, formal semantics, tools, or empirical validation.","Reinforcement Learning (RL) is a distinct branch of machine learning focused on how agents should take actions in an environment to maximize cumulative rewards. Unlike supervised learning, which relies on labeled datasets, RL is driven by the agent's interactions with its environment, learning optimal behaviors through trial and error. The agent learns to make decisions by performing certain actions and receiving rewards or penalties in return. The goal is to learn a policy that maximizes the cumulative reward over time. "
"Designing a Meta Model as the Foundation for Compliance Capability","https://scispace.com/paper/designing-a-meta-model-as-the-foundation-for-compliance-3in9tcd950","2014","","","Christina Stratigaki
Mara Nikolaidou
Peri Loucopoulos
Oscar Pastor
Jelena Zdravkovic","10.13140/2.1.1517.8889","https://scispace.com/pdf/designing-a-meta-model-as-the-foundation-for-compliance-3in9tcd950.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on designing a compliance meta‑model, addressing regulatory constraints, but lacks multi‑level potency/deep instantiation and does not reference Atkinson or Kühne.","Capability-driven development (CDD) is an emerging research field aimed at aligning information technology (IT) to business evolution. From a methodological perspective a designer using CDD is faced with the challenge of reasoning about phenomena present in the business domain, capturing user requirements and developing an IT solution that reflects these phenomena and meets user expectation. Central to this process is the methodology meta-model, which is intended to define both the key concepts on which the designer has to focus and the process to be followed. The purpose of this paper is to report on an investigation on the utility of a specific meta-model in terms of these two aspects. This investigation was carried out through a use case that involved capability modelling on the same application, by different designers. Each approach was documented using design rationale techniques. The two efforts were then analysed and observations about the capability driven design activities were defined. The output of this work has provided feedback to enhancing the capability meta-model and consequently the capability driven design activities in a number of important ways."
"Trustworthy Real-Time Orchestration For Regulatory Compliance In Financial Transaction Systems","https://scispace.com/paper/CcOHPXHDSUAJ","","","","SD Choudhury","","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a real‑time compliance orchestration framework for finance, but does not employ multi‑level metamodeling, potency, or Atkinson/Kühne concepts; mentions a prototype implementation.",""
"Mastering Reinforcement Learning: Foundations, Algorithms, and Real-World Applications","https://scispace.com/paper/mastering-reinforcement-learning-foundations-algorithms-and-pegr2j0imf28","2025","Journal Article","","Xinyuan Song
Keyu Chen
Zhuming Bi
Qian Niu
Junyu Liu
Benji Peng
Sen Zhang
Ming Liu
Ming Li
Xiaoyong Pan
Jiawei Xu
Jinlang Wang
Pohsun Feng
Zichen Yuan
Li Zhang
Yan Zhong","10.31219/osf.io/bg79j_v2","https://scispace.compdf/mastering-reinforcement-learning-foundations-algorithms-and-pegr2j0imf28.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses RL reward shaping and constraints to model ethical and regulatory compliance, but provides no multi‑level metamodeling, potency, deep instantiation, or Atkinson/Kühne discussion.","Reinforcement Learning (RL) is a distinct branch of machine learning focused on how agents should take actions in an environment to maximize cumulative rewards. Unlike supervised learning, which relies on labeled datasets, RL is driven by the agent's interactions with its environment, learning optimal behaviors through trial and error. The agent learns to make decisions by performing certain actions and receiving rewards or penalties in return. The goal is to learn a policy that maximizes the cumulative reward over time. "
