"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Openid for verifiable credentials","https://scispace.com/paper/K8rO7W7J5e8J","","","","KN Chadwick
J Vercammen","","https://openid.net/wordpress-content/uploads/2022/05/OIDF-Whitepaper_OpenID-for-Verifiable-Credentials_FINAL_2022-05-12.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on applying OpenID to verifiable credentials without presenting formal models, ontologies, schema specifications, or integrated ecosystem designs.",""
"A FORMAL ARCHITECTURE FOR PRIVACY-PRESERVING CREDENTIAL VERIFICATION USING BLOCKCHAIN AND ZERO-KNOWLEDGE PROOFS","https://scispace.com/paper/a-formal-architecture-for-privacy-preserving-credential-fjhggf6nrn2u","2025","Journal Article","International Journal of Apllied Mathematics","Kadhim Abdulfadhil Gatea","10.12732/ijam.v38i7s.654","https://ijamjournal.org/ijam/publication/index.php/ijam/article/download/654/603","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ZKP‑based credential verification architecture; lacks formal VC model, ontology, schema language, and integrated ecosystem design.","This paper addresses the challenge of designing secure and private digital credentialing systems by leveraging advanced mathematical primitives from applied cryptography. The core of our proposed solution is the application of Zero-Knowledge Proofs (ZKPs), a class of cryptographic protocols that allows for the verification of assertions without disclosing the underlying secret data. We introduce a formal, layered architecture that demonstrates how the mathematical properties of ZKPs can be systematically translated into a robust, large-scale information system. The framework's design is validated against the complex requirements of the academic domain, which serves as a rigorous testbed for our architectural approach. The primary contribution is a blueprint for integrating complex cryptographic protocols into practical system design, demonstrating how mathematical guarantees of privacy can be preserved in a distributed and verifiable manner. This work provides a novel contribution at the intersection of applied cryptography, system architecture, and information security. "
"Evaluación empírica del mapeo de reglas de negocio para el desarrollo de ontologías","https://scispace.com/paper/evaluacion-empirica-del-mapeo-de-reglas-de-negocio-para-el-4lxdnp3d6f","2014","Journal Article","RISTI: Revista Ibérica de Sistemas e Tecnologias de Informação","Emiliano Reynares
María Laura Caliusco
María Rosa Galli","10.17013/RISTI.14.83-99","https://scispace.com/pdf/evaluacion-empirica-del-mapeo-de-reglas-de-negocio-para-el-4lxdnp3d6f.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on UML/OCL/ODM mapping for ontology creation, unrelated to verifiable credentials, their formal models, schemas, or ecosystem integration.","The methodologies for the development of ontologies aimed to be used as software artifacts remain to be an open research area. Although the most widely recognized are rooted on UML given the acceptance of that language in the community of software engineering, none of them are fully mature. Recent works propose the mapping of SBVR expressions to ontology statements as a building technique, but just an empirical study comparing SBVR and UML-rooted techniques has been performed until now. This work analyzes the technical feasibility of SBVR to OWL 2 mappings by depicting a first differentiated replication of the original experiment varying the treatments, the size and composition of the experimental units, and comparing the performance of SBVR and ODM-based techniques. The findings allow sustaining the technical feasibility of the SBVR to OWL 2 mappings as an ontology development technique able to be applied by the software engineering community."
"Tool Support for Validation of Formal System Models: Interactive Visualization and Requirements Traceability","https://scispace.com/paper/tool-support-for-validation-of-formal-system-models-4r6xxznt91","2019","Journal Article","","Eduard Kamburjan
Jonas Stromberg","10.4204/EPTCS.310.8","https://scispace.compdf/tool-support-for-validation-of-formal-system-models-4r6xxznt91.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on validation, traceability, and visualization of formal system models, not on verifiable‑credential ecosystems, ontologies, or schema languages.","Development processes in various engineering disciplines are incorporating formal models to ensure safety properties of critical systems. The use of these formal models requires to reason about their adequacy, i.e., to validate that a model mirrors the structure of the system sufficiently that properties established for the model indeed carry over to the real system. Model validation itself is non-formal, as adequacy is not a formal (i.e., mathematical) property. Instead it must be carried out by the modeler to justify the modeling to the certification agency or other stakeholders. In this paper we argue that model validation can be seen as a special form of requirements engineering, and that interactive visualization and concepts from requirements traceability can help to advance tool support for formal modeling by lowering the cognitive burden needed for validation. We present the VisualisierbaR tool, which supports the formal modeling of railway operations and describe how it uses interactive visualization and requirements traceability concepts to validate a formal model."
"A Novel Model for Authority and Access Delegation Utilizing Self-Sovereign Identity and Verifiable Credentials","https://scispace.com/paper/a-novel-model-for-authority-and-access-delegation-utilizing-3yw0jaicnycn","","Journal Article","IEEE Access","Špela Čučko
Muhamed Turkanović","10.1109/access.2025.3582312","https://ieeexplore.ieee.org/iel8/6287639/10820123/11048464.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on delegation mechanisms in SSI, lacking formal models, ontologies, schema specifications, or integrated ecosystem design; no prototype, security, performance, or case study details.",""
"Blockchain-Based Credential Models: Enhancing Verification With Soulbound Tokens","https://scispace.com/paper/blockchain-based-credential-models-enhancing-verification-mosu9xxnvew2","2025","Journal Article","","Deylna Manayra Felisha Rehtaliani
Andry Alamsyah","10.1109/icera66156.2025.11087269","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses modular pseudocode to outline SBT‑based VC flow, but lacks formal mathematical model, ontology, or schema language. Connects concepts in a conceptual design and includes interview‑derived use cases, yet no prototype, security, or performance data.","Centralized credential verification relies on institution-controlled databases that lack cross-jurisdiction scalability, expose single points of failure, and are vulnerable to data tampering undermining fair, timely hiring processes. To address these issues, this study proposes a decentralized verification model that binds academic and professional credentials to user-controlled wallets as non-transferable Soulbound Tokens (SBTs), aligned with Ethereum draft EIP4973. Requirements were informed by a focused literature review and semi-structured interviews with experts in academia, human resources, and technology practitioners. The model is formalized through a use-case diagram, actor-role workflow, and modular pseudocode that defines registry, minting, and time-based auto-revocation logic. Sensitive data is stored off-chain via IPFS, while verification logic executes entirely on-chain. Interoperability and privacy are supported through Verifiable Credentials for selective disclosure. Conceptual validation demonstrates how the model supports real-time credential querying and automated revocation without issuer reliance. The contribution is limited to model conceptual, prototype deployment and empirical performance testing are reserved for future research."
"Formal Verification of Ecosystem Restoration Requirements using UML and
  Alloy","https://scispace.com/paper/formal-verification-of-ecosystem-restoration-requirements-33w6eauou3","2024","Preprint","","Tiago Sousa
Benoît Ries
Nicolas Guelfi","10.48550/arxiv.2405.20722","https://scispace.compdf/formal-verification-of-ecosystem-restoration-requirements-33w6eauou3.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on formalizing ecosystem restoration requirements with UML and Alloy; does not address verifiable credentials, related metamodels, schema languages, or integrated VC ecosystem design.","United Nations have declared the current decade (2021-2030) as the ""UN Decade on Ecosystem Restoration"" to join R\&D forces to fight against the ongoing environmental crisis. Given the ongoing degradation of earth ecosystems and the related crucial services that they offer to the human society, ecosystem restoration has become a major society-critical issue. It is required to develop rigorously software applications managing ecosystem restoration. Reliable models of ecosystems and restoration goals are necessary. This paper proposes a rigorous approach for ecosystem requirements modeling using formal methods from a model-driven software engineering point of view. The authors describe the main concepts at stake with a metamodel in UML and introduce a formalization of this metamodel in Alloy. The formal model is executed with Alloy Analyzer, and safety and liveness properties are checked against it. This approach helps ensuring that ecosystem specifications are reliable and that the specified ecosystem meets the desired restoration goals, seen in our approach as liveness and safety properties. The concepts and activities of the approach are illustrated with CRESTO, a real-world running example of a restored Costa Rican ecosystem. "
"Verifiable credentials","https://scispace.com/paper/C0E9s36fuD4J","","","","DW Chadwick
DC Burnett","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses JSON‑LD schema snippets to illustrate credential structure, but lacks formal models, ontologies, or integrated ecosystem design; no prototype or security/performance analysis.",""
"The Reilly EternaMark Metadata Language (REMML): A Cross-Verifiable Standard Linking DOI, Blockchain, and Hash Provenance","https://scispace.com/paper/the-reilly-eternamark-metadata-language-remml-a-cross-ugp1irzn1cqm","2025","Journal Article","","","10.5281/zenodo.17429955","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses JSON‑LD schema to unify blockchain, DOI, and hash provenance, but lacks any formal VC model, credential ontology, or integrated VC ecosystem design.","The Reilly EternaMark Metadata Language (REMML) defines the metadata core of the Reilly EternaMark Protocol (REM), a dual-layer permanence framework linking blockchain timestamping, DOI archiving, and cryptographic hashing into one verifiable system of digital provenance. REMML (Reilly EternaMark Metadata Language) v1.0 is a programming language where cryptographic permanence, provenance, and verification are first-class primitives. This specification defines the complete language including type system (permanent<T>, verifiable<T>, witnessed<T>), core operations (preserve(), timestamp(), verify(), attest()), standard library, AI-specific features, and formal semantics. Co-created by Lawrence John Reilly Jr and Claude AI, REMML enables AI systems to create permanently verifiable records across blockchain, DOI archives, and distributed systems. This is the first programming language specification designed for gatekeeper-free knowledge preservation REMML introduces a cross-verifiable JSON-LD schema that unifies: Data Integrity: SHA-256 content hash verification. Blockchain Proof: Timestamp and TXID on the Bitcoin network via OpenTimestamps. Institutional Persistence: DOI registration within scholarly or institutional archives. Designed for long-term verification and interoperability, REMML aligns with DataCite, W3C PROV, ISO OAIS, and IETF SCITT standards. It includes schema definitions, manifest templates, verification algorithms, and governance policies for versioned, audit-ready digital records. By combining institutional DOI permanence with public blockchain immutability, REMML delivers tri-verified provenance — ensuring authenticity, authorship, and recoverability of any digital work. This publication is timestamped on the Bitcoin blockchain and DOI-archived via Zenodo, providing a permanent and tamper-evident proof of existence. Keywords: Blockchain, Metadata, DOI, Provenance, OpenTimestamps, SHA-256, JSON-LD, Digital Preservation, SCITT, OAIS, Compliance, Integrity, Dual-Layer Permanence . "
"Attribute-Based Fine-Grained Access Control Using Verifiable Credentials","https://scispace.com/paper/qtGFUDmte_sJ","","","","SC Dumpa","","https://academicworks.cuny.edu/cgi/viewcontent.cgi?article=1338&context=jj_etds","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Polygon ID credential schemas and zCQuery for access control, but lacks formal model, ontology, and cohesive ecosystem integration.",""
"Building a TOGAF Based Ontology of HERM","https://scispace.com/paper/building-a-togaf-based-ontology-of-herm-4f8p51rhtzz3","2025","Journal Article","EPiC series in computing","Markus von der Heyde
Andreas Hartmann
Matthias Goebel","10.29007/5cjg","https://scispace.compdf/building-a-togaf-based-ontology-of-herm-4f8p51rhtzz3.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on TOGAF-aligned ontology for higher‑education reference models; does not address verifiable credentials, their formal models, schemas, or ecosystem integration.","Integrating ontologies, which structure knowledge for the Semantic Web, Enterprise Architecture Management (EAM) standards such as TOGAF® provide a robust foundation for guiding digital transformation in complex ecosystems. The Higher Education Reference Models (HERM), a widely adopted Enterprise Reference Architecture in higher education institutions, serve as a structured framework worldwide. This paper presents the development of a comprehensive RDF-based ontology for HERM, firmly aligned with TOGAF's Metamodel. It details the ontology's class hierarchies, the challenges of semantic mapping to TOGAF, and the automated transformation process from HERM spreadsheets into RDF representations. The ontology captures English and German terminology, with built-in support for additional languages. All results, including tools and ontology files, are made available via Zenodo, ensuring accessibility and further development within the HERM community. "
"Trust Me If You Can: Trusted Transformation Between (JSON) Schemas to Support Global Authentication of Education Credentials","https://scispace.com/paper/http://arxiv.org/abs/2106.12793v1","2021","Preprint","","Stefan More
Peter Grassberger
Felix Hörandner
Andreas Abraham
Lukas Daniel Klausner","10.1007/978-3-030-78120-0_2","https://arxiv.org/pdf/2106.12793v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses JSON schema transformations for education credentials, leverages a decentralized ledger for trust, but lacks formal models or ontologies; provides a prototype and a use‑case scenario.","Recruiters and institutions around the world struggle with the verification of diplomas issued in a diverse and global education setting. Firstly, it is a nontrivial problem to identify bogus institutions selling education credentials. While institutions are often accredited by qualified authorities on a regional level, there is no global authority fulfilling this task. Secondly, many different data schemas are used to encode education credentials, which represents a considerable challenge to automated processing. Consequently, significant manual effort is required to verify credentials.
  In this paper, we tackle these challenges by introducing a decentralized and open system to automatically verify the legitimacy of issuers and interpret credentials in unknown schemas. We do so by enabling participants to publish transformation information, which enables verifiers to transform credentials into their preferred schema. Due to the lack of a global root of trust, we utilize a distributed ledger to build a decentralized web of trust, which verifiers can query to gather information on the trustworthiness of issuing institutions and to establish trust in transformation information. Going beyond diploma fraud, our system can be generalized to tackle the generalized problem for other domains lacking a root of trust and agreements on data schemas."
"Remote Credential Management with Mutual Attestation for Trusted Execution Environments","https://scispace.com/paper/http://arxiv.org/abs/1804.10707v2","2018","Preprint","","Carlton Shepherd
Raja N. Akram
Konstantinos Markantonakis","","https://arxiv.org/pdf/1804.10707v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on TEE-based remote credential management, lacking VC ecosystem models, ontologies, schema languages, or integrated VC design.","Trusted Execution Environments (TEEs) are rapidly emerging as a root-of-trust for protecting sensitive applications and data using hardware-backed isolated worlds of execution. TEEs provide robust assurances regarding critical algorithm execution, tamper-resistant credential storage, and platform integrity using remote attestation. However, the challenge of remotely managing credentials between TEEs remains largely unaddressed in existing literature. In this work, we present novel protocols using mutual attestation for supporting four aspects of secure remote credential management with TEEs: backups, updates, migration, and revocation. The proposed protocols are agnostic to the underlying TEE implementation and subjected to formal verification using Scyther, which found no attacks."
"Robustness and device independence of verifiable blind quantum computing","https://scispace.com/paper/http://arxiv.org/abs/1502.02571v2","2015","Preprint","","Alexandru Gheorghiu
Elham Kashefi
Petros Wallden","10.1088/1367-2630/17/8/083040","https://arxiv.org/pdf/1502.02571v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on quantum verification protocols; no formal models, ontologies, schema languages, or VC ecosystem design discussed.","Recent advances in theoretical and experimental quantum computing bring us closer to scalable quantum computing devices. This makes the need for protocols that verify the correct functionality of quantum operations timely and has led to the field of quantum verification. In this paper we address key challenges to make quantum verification protocols applicable to experimental implementations. We prove the robustness of the single server verifiable universal blind quantum computing protocol of Fitzsimons and Kashefi (2012) in the most general scenario. This includes the case where the purification of the deviated input state is in the hands of an adversarial server. The proved robustness property allows the composition of this protocol with a device-independent state tomography protocol that we give, which is based on the rigidity of CHSH games as proposed by Reichardt, Unger and Vazirani (2013). The resulting composite protocol has lower round complexity for the verification of entangled quantum servers with a classical verifier and, as we show, can be made fault tolerant."
"Your Code Secret Belongs to Me: Neural Code Completion Tools Can Memorize Hard-Coded Credentials","https://scispace.com/paper/http://arxiv.org/abs/2309.07639v2","2023","Preprint","","Yizhan Huang
Yichen Li
Weibin Wu
Jianping Zhang
Michael R. Lyu","10.1145/3660818","https://arxiv.org/pdf/2309.07639v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on credential leakage in code completion models; does not address verifiable‑credential modeling, ontologies, schema languages, or ecosystem design.","Neural Code Completion Tools (NCCTs) have reshaped the field of software engineering, which are built upon the language modeling technique and can accurately suggest contextually relevant code snippets. However, language models may emit the training data verbatim during inference with appropriate prompts. This memorization property raises privacy concerns of NCCTs about hard-coded credential leakage, leading to unauthorized access to applications, systems, or networks. Therefore, to answer whether NCCTs will emit the hard-coded credential, we propose an evaluation tool called Hard-coded Credential Revealer (HCR). HCR constructs test prompts based on GitHub code files with credentials to reveal the memorization phenomenon of NCCTs. Then, HCR designs four filters to filter out ill-formatted credentials. Finally, HCR directly checks the validity of a set of non-sensitive credentials. We apply HCR to evaluate three representative types of NCCTs: Commercial NCCTs, open-source models, and chatbots with code completion capability. Our experimental results show that NCCTs can not only return the precise piece of their training data but also inadvertently leak additional secret strings. Notably, two valid credentials were identified during our experiments. Therefore, HCR raises a severe privacy concern about the potential leakage of hard-coded credentials in the training data of commercial NCCTs. All artifacts and data are released for future research purposes in https://github.com/HCR-Repo/HCR."
"Verifiable UML Artifact-Centric Business Process Models (Extended Version)","https://scispace.com/paper/http://arxiv.org/abs/1408.5094v2","2014","Preprint","","Diego Calvanese
Marco Montali
Montserrat Estanol
Ernest Teniente","10.1145/2661829.2662050","https://arxiv.org/pdf/1408.5094v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on UML-based artifact-centric process verification, unrelated to verifiable‑credential models, ontologies, schema languages, or ecosystem integration.","Artifact-centric business process models have gained increasing momentum recently due to their ability to combine structural (i.e., data related) with dynamical (i.e., process related) aspects. In particular, two main lines of research have been pursued so far: one tailored to business artefact modeling languages and methodologies, the other focused on the foundations for their formal verification. In this paper, we merge these two lines of research, by showing how recent theoretical decidability results for verification can be fruitfully transferred to a concrete UML-based modeling methodology. In particular, we identify additional steps in the methodology that, in significant cases, guarantee the possibility of verifying the resulting models against rich first-order temporal properties. Notably, our results can be seamlessly transferred to different languages for the specification of the artifact lifecycles."
"Designing Trustless Identity: A Multi-Layered Framework for Decentralized Verification in Web3 Ecosystems","https://scispace.com/paper/designing-trustless-identity-a-multi-layered-framework-for-jdabd7htkltn","2024","Journal Article","International Journal of Advanced Research in Science, Communication and Technology","Venkata Baladari","10.48175/ijarsct-19392","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on high‑level identity framework without formal VC models, ontologies, schema specs, or integrated ecosystem design; lacks prototypes, security, performance, or case studies.","As digital interactions continue to shift toward decentralized platforms, the limitations of centralized identity systems such as data silos, lack of user control, and reliance on intermediaries have become increasingly apparent. This research introduces a structured, multi-layered framework to support the design and implementation of trustless digital identity systems aligned with the principles of Web3. The proposed model integrates five core components: standardized identity protocols, regulatory alignment, user-centric design, trusted institutional participation, and enterprise integration through middleware. Each layer addresses critical challenges such as legal recognition, interoperability, usability, and system scalability. By combining decentralized technologies with practical governance and user experience strategies, the framework aims to enable secure, verifiable, and portable identities that function across jurisdictions and platforms. This paper offers a foundational approach to advancing digital identity infrastructure in a way that is technically robust and socially inclusive "
"Reflecting on ontologies: towards ontology-based agent-oriented software engineering","https://scispace.com/paper/reflecting-on-ontologies-towards-ontology-based-agent-4cemc4ynqu","2009","","","Ghassan Beydoun
Brian Henderson-Sellers
Jun Shen
Graham Low","","https://scispace.com/pdf/reflecting-on-ontologies-towards-ontology-based-agent-4cemc4ynqu.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on general ontology‑metamodel relationships in software engineering; no verifiable‑credential models, schemas, or ecosystem integration discussed.","""Ontology"" in association with ""software engineering"" is becoming commonplace. This paper argues for the need to place ontologies at the centre of the software development lifecycle for multi agent systems to enhance reuse of software workproducts as well as to unify agent-based software engineering knowledge. The paper bridges the state-of-the-art of ontologies research from Knowledge Engineering (KE) within Artificial Intelligence and Metamodelling within Software Engineering (SE). It presents a sketch of an ontology-based Multi Agent System (MAS) methodology discussing key roles on ontologies and their impact of workproducts, illustrating these in a MAS software development project for an important application that utilizes dynamic web services composition."
"A Framework for FAIR and CLEAR Ecological Data and Knowledge: Semantic Units for Synthesis and Causal Modelling","https://scispace.com/paper/a-framework-for-fair-and-clear-ecological-data-and-knowledge-0smnmpk6pj7w","2025","Journal Article","arXiv.org","Lars Vogt
Birgitta König-Ries
Tim Alamenciak
Joshua I. Brian
Carlos Alberto Arnillas
Lotte Korell
Robert Frühstückl
Tina Heger","10.48550/arxiv.2508.08959","https://scispace.compdf/a-framework-for-fair-and-clear-ecological-data-and-knowledge-0smnmpk6pj7w.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on FAIR ecological data, ontologies, and knowledge graphs; does not address verifiable credentials, their models, or ecosystem design.","Ecological research increasingly relies on integrating heterogeneous datasets and knowledge to explain and predict complex phenomena. Yet, differences in data types, terminology, and documentation often hinder interoperability, reuse, and causal understanding. We present the Semantic Units Framework, a novel, domain-agnostic semantic modelling approach applied here to ecological data and knowledge in compliance with the FAIR (Findable, Accessible, Interoperable, Reusable) and CLEAR (Cognitively interoperable, semantically Linked, contextually Explorable, easily Accessible, human-Readable and -interpretable) Principles. The framework models data and knowledge as modular, logic-aware semantic units: single propositions (statement units) or coherent groups of propositions (compound units). Statement units can model measurements, observations, or universal relationships, including causal ones, and link to methods and evidence. Compound units group related statement units into reusable, semantically coherent knowledge objects. Implemented using RDF, OWL, and knowledge graphs, semantic units can be serialized as FAIR Digital Objects with persistent identifiers, provenance, and semantic interoperability. We show how universal statement units build ecological causal networks, which can be composed into causal maps and perspective-specific subnetworks. These support causal reasoning, confounder detection (back-door), effect identification with unobserved confounders (front-door), application of do-calculus, and alignment with Bayesian networks, structural equation models, and structural causal models. By linking fine-grained empirical data to high-level causal reasoning, the Semantic Units Framework provides a foundation for ecological knowledge synthesis, evidence annotation, cross-domain integration, reproducible workflows, and AI-ready ecological research."
"Proposal of Standardization of a Blockchain-Based Interoperability Platform for Academic Credentials","https://scispace.com/paper/fsF7tKHo0jsJ","","","","L Anido-Rifón","","https://blockstand.eu/blockstand/uploads/2025/05/Anido-Blockstand-report2-v1.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper proposes a blockchain platform for academic credentials but lacks formal models, ontologies, schema specifications, or integrated design linking these components.",""
"Communicating open systems","https://scispace.com/paper/communicating-open-systems-2khh6tgdx5","2012","Journal Article","Artificial Intelligence","Mark d'Inverno
Michael Luck
Pablo Noriega
Juan A. Rodríguez-Aguilar
Carles Sierra","10.1016/J.ARTINT.2012.03.004","https://pureadmin.qub.ac.uk/ws/files/5393592/Communicating_open_systems.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Models electronic institutions in Z, but lacks any focus on verifiable credentials, related ontologies, schema languages, or integrated VC ecosystem design.",""
"First steps toward a verification and validation ontology","https://scispace.com/paper/first-steps-toward-a-verification-and-validation-ontology-4mv0eln224","2010","Proceedings Article","International Conference on Knowledge Engineering and Ontology Development","Mounira Kezadri
Marc Pantel","","https://scispace.com/pdf/first-steps-toward-a-verification-and-validation-ontology-4mv0eln224.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a V&V ontology for behavioral models, lacking any verifiable‑credential formal model, credential ontology, schema language, or integrated VC ecosystem design.","This paper presents the key elements of an ontology that formalizes part of the knowledge about behavioural modeling and the associated verification and validation technologies. It summarizes the concepts existing in this area of interest and the relationships among them. We propose a classification of different modeling formalisms and a representation of possible verification and validation methods. A system is represented using several views conforming to different modeling languages. Its properties can be assessed with verification and validation technologies. We also describe existing V&V tools and how they are related to the other elements."
"Fortifying the Agentic Web: A Unified Zero-Trust Architecture Against Logic-layer Threats","https://scispace.com/paper/fortifying-the-agentic-web-a-unified-zero-trust-architecture-14qcdlg9aqga","2025","Journal Article","arXiv.org","Ken Huang
Yasir Mehmood
Hammad Atta
Jerry Huang
M. Baig
Sree Bhargavi Balija","10.48550/arxiv.2508.12259","https://scispace.compdf/fortifying-the-agentic-web-a-unified-zero-trust-architecture-14qcdlg9aqga.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a formal security model to prove zero‑trust guarantees for DIDs/VCs, but lacks a dedicated VC metamodel, ontology, or explicit schema language; components are loosely integrated rather than cohesively engineered.","This paper presents a Unified Security Architecture that fortifies the Agentic Web through a Zero-Trust IAM framework. This architecture is built on a foundation of rich, verifiable agent identities using Decentralized Identifiers (DIDs) and Verifiable Credentials (VCs), with discovery managed by a protocol-agnostic Agent Name Service (ANS). Security is operationalized through a multi-layered Trust Fabric which introduces significant innovations, including Trust-Adaptive Runtime Environments (TARE), Causal Chain Auditing, and Dynamic Identity with Behavioral Attestation. By explicitly linking the LPCI threat to these enhanced architectural countermeasures within a formal security model, we propose a comprehensive and forward-looking blueprint for a secure, resilient, and trustworthy agentic ecosystem. Our formal analysis demonstrates that the proposed architecture provides provable security guarantees against LPCI attacks with bounded probability of success."
"Certifying Provenance of Scientific Datasets with Self-sovereign Identity and Verifiable Credentials","https://scispace.com/paper/http://arxiv.org/abs/2004.02796v1","2020","Preprint","","Iain Barclay
Swapna Radha
Alun Preece
Ian Taylor
Jarek Nabrzyski","","https://arxiv.org/pdf/2004.02796v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses SSI and VC standards to propose a provenance infrastructure, but lacks a formal model, ontology, and detailed schema spec; only loosely ties components together.","In order to increase the value of scientific datasets and improve research outcomes, it is important that only trustworthy data is used. This paper presents mechanisms by which scientists and the organisations they represent can certify the authenticity of characteristics and provenance of any datasets they publish so that secondary users can inspect and gain confidence in the qualities of data they source. By drawing on data models and protocols used to provide self-sovereign ownership of identity and personal data to individuals, we conclude that providing self-sovereignty to data assets offers a viable approach for institutions to certify qualities of their datasets in a cryptography secure manner, and enables secondary data users to efficiently perform verification of the authenticity of such certifications. By building upon emerging standards for decentralized identification and cryptographically verifiable credentials, we envisage an infrastructure of tools being developed to foster adoption of metadata certification schemes, and improving the quality of information provided in support of shared data assets."
"The International Data Spaces Information Model – An Ontology for Sovereign Exchange of Digital Content","https://scispace.com/paper/the-international-data-spaces-information-model-an-ontology-3594rn3asa","2020","Book Chapter","International Semantic Web Conference","Sebastian Bader
Jaroslav Pullmann
Christian Mader
Sebastian Tramp
Christoph Quix
Andreas W. Müller
Haydar Akyürek
Matthias Böckmann
Benedikt T. Imbusch
Johannes Lipp
Sandra Geisler
Christoph Lange","10.1007/978-3-030-62466-8_12","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Offers an OWL/RDFS ontology and tools for a federated data‑exchange ecosystem, but does not target verifiable credentials or provide a formal VC model.","The International Data Spaces initiative (IDS) is building an ecosystem to facilitate data exchange in a secure, trusted, and semantically interoperable way. It aims at providing a basis for smart services and cross-company business processes, while at the same time guaranteeing data owners’ sovereignty over their content. The IDS Information Model is an RDFS/OWL ontology defining the fundamental concepts for describing actors in a data space, their interactions, the resources exchanged by them, and data usage restrictions. After introducing the conceptual model and design of the ontology, we explain its implementation on top of standard ontologies as well as the process for its continuous evolution and quality assurance involving a community driven by industry and research organisations. We demonstrate tools that support generation, validation, and usage of instances of the ontology with the focus on data control and protection in a federated ecosystem."
"OntoROPA D2: Proposed Design Specification and Approach","https://scispace.com/paper/ontoropa-d2-proposed-design-specification-and-approach-gq69r10aqx7i","2021","Journal Article","","Casanovas Pompeu
Alvite-Díez, María-Luisa","10.5281/zenodo.4930888","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses an ontological approach to map legal requirements to verifiable credentials and links blockchain, TEE, and oracles, but lacks a formal mathematical model and concrete schema language specification.","&amp;lt;p&amp;gt;Deliverable 2 of OntoROPA&amp;nbsp; Research Project&amp;nbsp;for NGI&amp;nbsp;ONTOCHAIN (H2020 n&amp;deg; 957338).&amp;nbsp;OntoROPA design specification&amp;nbsp;is focused on a modular, distributed, and ontological approach for the design of two layers&amp;mdash;software and data&amp;mdash;where each module is the answer to a legal requirement. Data comply with standards for the aim of interoperability, and the design of both layers are subjected to a legal governance scheme, specifically set to harmonize an innovative design for the marketplace within a law, policy, and ethics framework. On top of that, Deliverable 2 explores the possibilities that blockchain technology offers: the use of TEE for secure processing, the use of verifiable credentials with standard certificates for identity management, and the use of oracles for accessing external services.&amp;lt;/p&amp;gt; "
"Ontological multilevel modeling language","https://scispace.com/paper/ontological-multilevel-modeling-language-36wwp3ch93","2007","","","Sergey Shavrin","","https://scispace.com/pdf/ontological-multilevel-modeling-language-36wwp3ch93.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a generic ontological multilevel modeling language; does not address verifiable credentials, related schemas, or ecosystem integration.","This paper presents ontological multilevel modeling language O2ML, aimed at using with metadata driven information systems. The first part of this paper briefly surveys existing modeling languages and approaches, while the last part proposes a new language to combine their benefits."
